ID,Latitude,Longitude,CD1,CD2,CD3,CD4,WD1,WD2,WD3,WD4,BS
786,32.63,-36.41,9920.46,12400.58,1062.91,,4.25,56.69,515.86,,4.00
787,31.81,-36.88,9566.16,3897.33,4960.23,,2.48,7.79,112.31,,4.00
788,30.93,-37.06,1771.51,17360.81,4251.63,,0.00,87.16,55.27,,4.00
789,30.07,-37.10,6377.44,6377.44,2480.12,,0.00,41.45,119.75,,3.00
790,29.14,-37.23,2834.42,20549.53,4960.23,,0.00,17.86,46.77,,3.00
791,28.31,-37.40,6023.14,6023.14,2834.42,,1.77,25.51,141.72,,3.00
792,27.41,-37.40,354.30,9920.46,2834.42,,0.00,95.66,2240.96,,3.00
793,26.51,-37.36,0.00,8503.26,708.60,,0.00,35.78,58.46,,3.00
794,25.58,-37.25,1062.91,6377.44,2125.81,,0.00,0.00,53.85,,3.00
795,26.33,-37.72,4605.93,23738.25,6023.14,,0.00,86.80,64.13,,2.00
796,27.20,-38.13,72986.27,89638.48,8857.55,,16.30,630.66,558.38,,1.00
797,28.16,-38.52,41807.67,38973.25,13817.79,,14.17,82.20,193.09,,1.00
798,28.96,-38.84,26926.97,48185.11,3188.70,,0.00,119.04,35.78,,1.00
799,29.80,-39.31,75112.09,64128.72,10274.77,,7.44,135.34,10365.82,,1.00
800,30.61,-39.65,6731.74,9566.16,2125.81,,1.77,30.82,156.96,,1.00
801,31.39,-40.08,51728.14,30824.30,8857.55,,12.75,102.75,71.21,,2.00
802,32.19,-40.65,43224.88,22675.35,5314.53,,14.88,74.75,51.72,,1.00
803,33.00,-41.29,99204.64,110188.01,35075.92,,15.95,179.98,228.88,,1.00
804,32.20,-41.61,60585.69,64837.32,13817.78,,25.15,472.99,270.33,,1.00
805,31.38,-41.76,40744.76,48893.72,4605.92,,7.08,131.80,156.95,,1.00
806,30.52,-42.09,50310.92,15589.30,50310.92,,13.10,41.81,4208.05,,1.00
807,29.70,-42.48,18423.72,20903.84,22.67,,3.89,22.67,23.74,,3.00
808,28.85,-42.59,12046.27,15234.99,4605.92,,0.00,32.59,23.38,,4.00
809,28.02,-42.83,20903.84,37910.35,6023.14,,3.54,97.78,49.24,,4.00
810,27.12,-42.96,8857.55,17715.11,7440.35,,0.00,104.87,107.70,,4.00
811,26.26,-43.14,14172.09,43224.88,5314.53,,0.35,126.13,27.64,,4.00
812,26.85,-43.77,2125.81,17006.51,2480.11,,0.35,86.80,28.34,,4.00
813,27.58,-44.34,71569.06,50310.92,28344.18,,47.83,153.41,6364.33,,1.00
814,28.33,-44.98,92118.59,424454.15,36493.13,,37.90,1171.67,4450.39,,1.00
815,29.04,-45.48,91055.69,59168.48,10983.37,,16.29,158.37,106.99,,4.00
816,29.73,-46.04,46059.29,18778.02,4605.92,,19.10,57.39,93.18,,2.00
817,30.55,-46.66,36847.44,98850.34,19132.32,,15.23,131.45,83.61,,2.00
818,31.27,-47.18,169710.80,74049.18,18778.02,,271.39,414.17,140.30,,1.00
819,32.06,-47.69,32595.81,38973.25,7440.34,,6.02,224.63,120.82,,3.00
820,33.16,-48.27,,,,,,,,,2.00
821,-39.31,163.59,0.00,0.00,653.60,0.00,,,,,5.00
822,-39.32,163.57,0.00,691.85,0.00,0.00,,,,,5.00
823,-39.32,163.56,0.00,0.00,566.87,0.00,,,,,5.00
824,-39.96,160.42,0.00,950.50,0.00,0.00,,,,,4.00
825,-40.05,160.10,0.00,2198.21,0.00,0.00,,,,,4.00
826,-40.06,160.10,0.00,811.49,405.75,0.00,,,,,4.00
827,-40.64,155.88,0.00,1424.67,0.00,0.00,,,,,4.00
828,-40.64,155.87,0.00,3254.64,0.00,0.00,,,,,4.00
829,-40.62,155.92,0.00,0.00,0.00,0.00,,,,,4.00
830,-41.14,152.28,0.00,786.09,0.00,0.00,,,,,3.00
831,-41.14,152.26,0.00,0.00,0.00,0.00,,,,,3.00
832,-41.14,152.25,905.08,905.08,0.00,0.00,,,,,3.00
833,-43.58,145.80,0.00,22973.76,9189.51,0.00,,,,,1.00
834,-43.57,145.79,0.00,17075.02,12521.68,0.00,,,,,1.00
835,-43.56,145.78,0.00,6804.03,2268.01,0.00,,,,,1.00
836,-41.92,144.54,0.00,21546.09,2693.26,0.00,,,,,5.00
837,-41.92,144.54,0.00,3039.49,3039.49,0.00,,,,,5.00
838,-41.92,144.54,0.00,0.00,0.00,0.00,,,,,5.00
839,-39.04,142.41,0.00,1776.62,1776.62,0.00,,,,,3.00
840,-39.04,142.40,0.00,1605.87,1605.87,0.00,,,,,3.00
841,-39.03,142.39,0.00,1238.32,1238.32,0.00,,,,,3.00
842,-37.89,139.82,0.00,932.36,0.00,0.00,,,,,5.00
843,-37.88,139.82,0.00,837.63,1675.27,0.00,,,,,5.00
844,-37.87,139.81,0.00,7789.07,5841.80,0.00,,,,,5.00
845,-36.05,135.69,0.00,1044.39,3133.18,0.00,,,,,6.00
846,-36.05,135.69,0.00,3069.63,0.00,0.00,,,,,6.00
847,-36.04,135.68,0.00,0.00,0.00,0.00,,,,,6.00
848,-35.48,132.18,0.00,777.52,1555.05,0.00,,,,,5.00
849,-35.48,132.16,0.00,0.00,0.00,0.00,,,,,5.00
850,-35.48,132.15,0.00,0.00,1380.26,0.00,,,,,5.00
851,-35.07,127.26,0.00,0.00,0.00,0.00,,,,,3.00
852,-35.07,127.24,0.00,0.00,0.00,0.00,,,,,3.00
853,-35.07,127.23,0.00,0.00,0.00,0.00,,,,,3.00
854,-34.60,121.82,0.00,0.00,0.00,0.00,,,,,5.00
855,-34.61,121.81,0.00,0.00,1604.59,0.00,,,,,5.00
856,-34.61,121.80,0.00,0.00,1098.42,0.00,,,,,5.00
857,-35.32,118.62,0.00,0.00,1541.77,0.00,,,,,4.00
858,-35.32,118.61,0.00,0.00,0.00,0.00,,,,,4.00
859,-35.32,118.61,0.00,0.00,2852.58,0.00,,,,,4.00
860,-33.12,114.48,0.00,889.38,0.00,0.00,,,,,4.00
861,-33.12,114.46,0.00,0.00,0.00,0.00,,,,,4.00
862,-33.12,114.44,0.00,0.00,458.37,0.00,,,,,4.00
863,-41.90,148.46,0.00,708.24,0.00,0.00,,,,,2.00
864,-41.88,148.49,0.00,2049.64,683.21,0.00,,,,,2.00
865,-41.87,148.51,0.00,1570.48,785.24,0.00,,,,,2.00
866,-39.65,148.88,0.00,0.00,0.00,0.00,,,,,6.00
867,-39.65,148.87,0.00,0.00,0.00,0.00,,,,,6.00
868,-39.63,148.86,0.00,0.00,0.00,0.00,,,,,6.00
869,-37.64,150.40,0.00,3184.84,636.97,0.00,,,,,2.00
870,-37.62,150.40,0.00,2649.17,662.29,0.00,,,,,2.00
871,-37.61,150.40,0.00,709.78,2129.33,0.00,,,,,2.00
872,-35.40,150.84,0.00,5976.81,2390.72,0.00,,,,,3.00
873,-35.39,150.85,0.00,17189.68,1145.98,0.00,,,,,3.00
874,-35.38,150.85,0.00,4208.68,2104.34,0.00,,,,,3.00
875,-33.88,152.01,0.00,1934.83,967.42,0.00,,,,,2.00
876,-33.87,152.01,0.00,6139.56,1227.91,0.00,,,,,2.00
877,-33.87,152.02,0.00,3858.64,0.00,0.00,,,,,2.00
878,-33.17,152.70,0.00,4775.65,1193.91,0.00,,,,,3.00
879,-33.16,152.70,1738.17,17381.70,0.00,0.00,,,,,3.00
880,-33.16,152.71,3713.83,27853.71,1856.91,0.00,,,,,3.00
881,-31.03,153.37,0.00,976.80,976.80,0.00,,,,,2.00
882,-31.04,153.36,0.00,1911.32,1911.32,0.00,,,,,2.00
883,-31.04,153.36,0.00,4401.38,0.00,0.00,,,,,2.00
884,-28.34,153.92,0.00,9991.34,0.00,0.00,,,,,4.00
885,-28.34,153.92,0.00,21041.02,0.00,0.00,,,,,4.00
886,-28.34,153.92,0.00,29908.75,2718.98,0.00,,,,,4.00
887,-26.73,153.38,0.00,7065.71,0.00,0.00,,,,,4.00
888,-26.72,153.38,865.62,3462.48,0.00,0.00,,,,,4.00
889,-26.70,153.38,0.00,6168.35,0.00,0.00,,,,,4.00
890,-24.91,155.21,0.00,743.05,0.00,0.00,,,,,6.00
891,-24.92,155.20,0.00,0.00,0.00,0.00,,,,,6.00
892,-24.94,155.18,0.00,0.00,0.00,0.00,,,,,6.00
893,-23.87,162.35,0.00,4862.96,972.59,0.00,,,,,4.00
894,-23.87,162.37,0.00,6998.85,699.88,0.00,,,,,4.00
895,-23.86,162.38,629.74,8186.56,1259.47,0.00,,,,,4.00
896,-23.21,166.63,0.00,615.95,0.00,0.00,,,,,4.00
897,-23.21,166.64,0.00,0.00,0.00,0.00,,,,,4.00
898,-23.21,166.66,0.00,0.00,0.00,0.00,,,,,4.00
899,-21.77,170.63,0.00,624.34,624.34,0.00,,,,,3.00
900,-21.76,170.64,551.22,5512.17,2756.09,0.00,,,,,3.00
901,-21.75,170.66,0.00,1667.23,4445.96,0.00,,,,,3.00
902,-18.57,176.50,828.74,31492.07,16574.77,0.00,,,,,3.00
903,-18.58,176.49,0.00,5501.14,2357.63,0.00,,,,,3.00
904,-18.59,176.48,0.00,2504.46,834.82,0.00,,,,,3.00
905,-19.98,174.99,0.00,7422.71,2226.81,0.00,,,,,2.00
906,-19.99,174.98,0.00,6768.23,752.03,0.00,,,,,2.00
907,-20.00,174.97,0.00,3789.59,0.00,0.00,,,,,2.00
908,-21.28,173.58,0.00,946.73,0.00,0.00,,,,,4.00
909,-21.29,173.56,0.00,802.09,0.00,0.00,,,,,4.00
910,-21.30,173.56,0.00,1311.36,0.00,0.00,,,,,4.00
911,-22.60,172.10,0.00,1287.82,1287.82,0.00,,,,,4.00
912,-22.60,172.09,0.00,729.39,2188.17,0.00,,,,,4.00
913,-22.61,172.08,0.00,2805.71,701.43,0.00,,,,,4.00
914,-23.75,170.53,0.00,0.00,0.00,0.00,,,,,5.00
915,-23.76,170.52,0.00,0.00,0.00,0.00,,,,,5.00
916,-23.77,170.51,0.00,0.00,0.00,0.00,,,,,5.00
917,-25.08,168.71,0.00,706.36,1412.72,0.00,,,,,4.00
918,-25.08,168.69,0.00,0.00,0.00,0.00,,,,,4.00
919,-25.09,168.68,0.00,0.00,0.00,0.00,,,,,4.00
920,-26.29,167.01,0.00,711.53,711.53,0.00,,,,,5.00
921,-26.30,167.00,0.00,0.00,764.53,0.00,,,,,5.00
922,-26.30,166.98,0.00,729.64,0.00,0.00,,,,,5.00
923,-27.53,165.19,0.00,711.66,0.00,0.00,,,,,6.00
924,-27.54,165.18,0.00,703.91,1407.82,0.00,,,,,6.00
925,-27.56,165.18,0.00,0.00,697.16,0.00,,,,,6.00
926,-35.65,155.07,0.00,652.38,0.00,0.00,,,,,5.00
927,-35.66,155.06,0.00,0.00,0.00,0.00,,,,,5.00
928,-35.67,155.05,0.00,0.00,0.00,0.00,,,,,5.00
929,-37.38,153.54,0.00,3595.34,0.00,0.00,,,,,4.00
930,-37.39,153.53,688.91,6889.05,2066.72,0.00,,,,,4.00
931,-37.41,153.51,927.72,6494.05,927.72,0.00,,,,,4.00
932,-42.29,148.97,0.00,4592.44,918.49,0.00,,,,,4.00
933,-42.30,148.96,0.00,922.26,922.26,0.00,,,,,4.00
934,-42.31,148.95,0.00,0.00,0.00,0.00,,,,,4.00
935,-42.83,148.45,0.00,825.84,825.84,0.00,,,,,4.00
936,-42.84,148.43,0.00,1525.02,1525.02,0.00,,,,,4.00
937,-42.84,148.42,0.00,2289.16,0.00,0.00,,,,,4.00
938,-16.57,145.75,0.00,2056.70,0.00,0.00,,,,,2.00
939,-16.55,145.76,1240.89,2895.40,413.63,0.00,,,,,2.00
940,-16.53,145.74,0.00,3921.57,0.00,0.00,,,,,2.00
941,-15.02,145.39,0.00,2304.10,0.00,0.00,,,,,4.00
942,-15.00,145.38,0.00,3879.10,1293.03,0.00,,,,,4.00
943,-14.98,145.38,0.00,12070.31,1448.44,0.00,,,,,4.00
944,-13.65,144.08,0.00,2398.55,0.00,0.00,,,,,5.00
945,-13.63,144.07,0.00,478.31,478.31,0.00,,,,,5.00
946,-13.62,144.06,0.00,1831.89,0.00,0.00,,,,,5.00
947,-12.02,143.27,559.89,7278.56,1119.78,0.00,,,,,4.00
948,-12.00,143.28,0.00,2870.35,717.59,0.00,,,,,4.00
949,-11.99,143.29,940.08,5640.48,0.00,0.00,,,,,4.00
950,-10.75,142.33,0.00,3500.37,437.55,0.00,,,,,4.00
951,-10.77,142.30,446.47,0.00,0.00,0.00,,,,,4.00
952,-10.78,142.28,0.00,921.75,460.87,0.00,,,,,4.00
953,-12.27,141.63,0.00,1398.36,1398.36,0.00,,,,,6.00
954,-12.29,141.62,0.00,520.09,1040.17,0.00,,,,,6.00
955,-12.30,141.62,0.00,0.00,451.03,0.00,,,,,6.00
956,-15.49,141.04,0.00,0.00,0.00,0.00,,,,,4.00
957,-15.51,141.04,0.00,596.86,0.00,0.00,,,,,4.00
958,-15.52,141.04,0.00,0.00,0.00,0.00,,,,,4.00
959,-17.05,140.78,0.00,0.00,0.00,0.00,,,,,4.00
960,-17.07,140.77,0.00,0.00,0.00,0.00,,,,,4.00
961,-17.08,140.77,0.00,0.00,0.00,0.00,,,,,4.00
962,-18.65,119.49,0.00,1373.47,1373.47,0.00,,,,,4.00
963,-18.66,119.48,0.00,557.06,557.06,0.00,,,,,4.00
964,-18.66,119.46,0.00,0.00,0.00,0.00,,,,,4.00
965,-18.86,118.67,0.00,0.00,2488.26,0.00,,,,,4.00
966,-18.87,118.65,0.00,555.28,555.28,0.00,,,,,4.00
967,-18.87,118.63,0.00,0.00,534.66,0.00,,,,,4.00
968,-18.99,118.20,0.00,2747.18,1648.31,0.00,,,,,3.00
969,-18.99,118.18,568.01,0.00,1136.03,0.00,,,,,3.00
970,-19.00,118.17,0.00,571.98,571.98,0.00,,,,,3.00
971,-19.11,117.72,0.00,0.00,0.00,0.00,,,,,2.00
972,-19.11,117.70,0.00,612.50,0.00,0.00,,,,,2.00
973,-19.12,117.68,0.00,1854.75,0.00,0.00,,,,,2.00
974,-19.43,115.93,0.00,3401.79,0.00,0.00,,,,,4.00
975,-19.43,115.94,0.00,599.91,0.00,0.00,,,,,4.00
976,-19.43,115.96,0.00,3373.57,674.71,0.00,,,,,4.00
977,-20.06,116.38,553.48,4427.87,2767.42,0.00,,,,,2.00
978,-20.07,116.35,0.00,4154.24,3115.68,0.00,,,,,2.00
979,-20.07,116.34,2885.34,31161.69,5193.62,0.00,,,,,2.00
980,-20.32,115.66,0.00,2598.63,649.66,0.00,,,,,3.00
981,-20.32,115.64,0.00,0.00,1244.97,0.00,,,,,3.00
982,-20.33,115.63,0.00,0.00,654.31,0.00,,,,,3.00
983,-19.79,115.98,0.00,0.00,1241.92,0.00,,,,,4.00
984,-19.80,115.97,0.00,532.35,1597.06,0.00,,,,,4.00
985,-19.81,115.95,0.00,0.00,496.65,0.00,,,,,4.00
986,-20.38,115.13,0.00,0.00,0.00,0.00,,,,,4.00
987,-20.40,115.12,0.00,0.00,0.00,0.00,,,,,4.00
988,-20.40,115.10,0.00,1294.44,0.00,0.00,,,,,4.00
989,-21.84,113.92,0.00,8113.14,4732.67,0.00,,,,,2.00
990,-21.83,113.93,0.00,1288.65,644.33,0.00,,,,,2.00
991,-21.82,113.95,0.00,3463.93,0.00,0.00,,,,,2.00
992,-21.20,115.47,0.00,0.00,587.30,0.00,,,,,4.00
993,-21.20,115.49,556.04,556.04,0.00,0.00,,,,,4.00
994,-21.19,115.51,0.00,556.84,0.00,0.00,,,,,4.00
995,-19.97,117.09,623.33,623.33,0.00,0.00,,,,,3.00
996,-19.95,117.10,0.00,0.00,0.00,0.00,,,,,3.00
997,-19.94,117.11,0.00,626.67,1880.02,0.00,,,,,3.00
998,-18.73,118.74,562.58,2812.92,562.58,0.00,,,,,3.00
999,-18.72,118.75,0.00,2485.01,2485.01,0.00,,,,,3.00
1000,-18.71,118.76,0.00,1263.41,3158.53,0.00,,,,,3.00
1001,-17.66,120.13,33316.95,147546.50,39436.39,0.00,,,,,1.00
1002,-17.65,120.14,4178.74,47359.03,5571.65,0.00,,,,,1.00
1003,-17.65,120.16,0.00,6305.09,1261.02,0.00,,,,,1.00
1004,-15.21,123.32,0.00,771.55,1543.11,0.00,,,,,2.00
1005,-15.20,123.33,0.00,768.01,0.00,0.00,,,,,2.00
1006,-15.19,123.34,0.00,0.00,0.00,0.00,,,,,2.00
1007,-14.29,124.78,0.00,0.00,0.00,0.00,,,,,2.00
1008,-14.28,124.79,0.00,735.72,0.00,0.00,,,,,2.00
1009,-14.28,124.80,0.00,0.00,783.97,0.00,,,,,2.00
1010,-13.75,127.60,1241.15,620.58,620.58,0.00,,,,,2.00
1011,-13.74,127.61,0.00,0.00,0.00,0.00,,,,,2.00
1012,-13.74,127.63,0.00,0.00,0.00,0.00,,,,,2.00
1013,-12.82,129.39,0.00,0.00,0.00,0.00,,,,,4.00
1014,-12.82,129.40,0.00,0.00,0.00,0.00,,,,,4.00
1015,-12.81,129.42,0.00,0.00,0.00,0.00,,,,,4.00
1016,-12.41,130.16,0.00,0.00,0.00,0.00,,,,,4.00
1017,-12.41,130.17,0.00,0.00,0.00,0.00,,,,,4.00
1018,-12.40,130.18,0.00,0.00,0.00,0.00,,,,,4.00
1019,-34.45,172.50,,,,0.00,,,,0.00,4.00
1020,-34.66,173.91,,,,0.00,,,,0.00,4.00
1021,-34.86,171.95,,,,0.00,,,,0.00,4.00
1022,-37.32,168.50,,,,0.00,,,,0.00,6.00
1023,-37.57,168.15,,,,0.00,,,,0.00,5.00
1024,-38.99,165.50,,,,0.00,,,,0.00,4.00
1025,-39.05,165.10,,,,0.00,,,,0.00,3.00
1026,-40.34,157.60,,,,0.00,,,,0.00,3.00
1027,-40.47,156.61,,,,0.00,,,,0.00,4.00
1028,-42.22,150.25,,,,0.00,,,,,3.00
1029,-43.26,145.27,,,,0.00,,,,,4.00
1030,-42.92,145.00,,,,0.00,,,,,4.00
1031,-40.28,143.33,,,,0.00,,,,,5.00
1032,-39.68,143.05,,,,4.76,,,,4884.00,5.00
1033,-36.11,136.37,,,,2.79,,,,27.90,6.00
1034,-35.25,129.63,,,,0.00,,,,0.00,5.00
1035,-35.17,128.73,,,,2.62,,,,26.20,3.00
1036,-34.85,124.58,,,,2.63,,,,26.30,5.00
1037,-34.89,120.54,,,,0.00,,,,0.00,5.00
1038,-35.08,119.68,,,,9.57,,,,95.70,2.00
1039,-35.41,116.34,,,,2.94,,,,29.40,6.00
1040,-41.11,148.81,,,,0.00,,,,0.00,5.00
1041,-38.33,149.77,,,,0.00,,,,0.00,4.00
1042,-17.60,177.44,,,,68.18,,,,2149.50,1.00
1043,-17.95,177.16,,,,26.92,,,,538.65,1.00
1044,-18.25,176.85,,,,7.89,,,,144.65,2.00
1045,-20.68,174.23,,,,0.00,,,,0.00,3.00
1046,-23.23,171.24,,,,0.00,,,,0.00,4.00
1047,-23.57,170.78,,,,0.00,,,,0.00,5.00
1048,-36.41,154.40,,,,0.00,,,,0.00,5.00
1049,-42.75,148.53,,,,0.00,,,,0.00,5.00
1050,-21.18,115.52,,,,0.00,,,,0.00,4.00
1051,-19.92,117.12,,,,0.00,,,,0.00,3.00
1052,42.99,6.41,,,,0.00,,,,0.00,0.00
1053,42.99,6.47,,,,0.00,,,,0.00,0.50
1054,42.99,6.50,,,,0.00,,,,0.00,1.00
1055,42.98,6.56,,,,1.96,,,,19.60,1.00
1056,42.97,6.62,,,,0.00,,,,0.00,1.00
1057,43.14,6.97,,,,0.00,,,,0.00,1.00
1058,43.18,7.01,,,,1.96,,,,19.60,1.00
1059,43.22,7.05,,,,3.93,,,,196.00,1.00
1060,43.26,7.09,,,,0.00,,,,0.00,2.00
1061,43.29,7.12,,,,0.00,,,,0.00,2.00
1062,43.33,7.16,,,,0.00,,,,0.00,2.00
1063,43.37,7.20,,,,0.00,,,,0.00,2.00
1064,43.39,7.17,,,,3.93,,,,2044.70,2.00
1065,43.41,7.08,,,,7.86,,,,78.40,2.00
1066,43.42,7.02,,,,0.00,,,,0.00,2.00
1067,43.38,6.92,,,,0.00,,,,0.00,2.00
1068,43.38,6.98,,,,0.00,,,,0.00,2.00
1069,43.38,7.04,,,,5.89,,,,58.80,2.00
1070,43.37,7.09,,,,3.93,,,,39.20,1.00
1071,43.37,7.15,,,,7.86,,,,1902.60,0.50
1072,43.37,7.20,,,,0.00,,,,0.00,1.50
1073,43.37,7.27,,,,5.89,,,,215.60,1.50
1074,43.38,7.34,,,,3.93,,,,196.00,2.00
1075,43.36,7.31,,,,1.96,,,,19.60,2.50
1076,43.35,7.24,,,,1.96,,,,176.40,2.50
1077,43.33,7.17,,,,0.00,,,,0.00,2.50
1078,43.31,7.10,,,,3.93,,,,39.20,2.50
1079,43.27,6.89,,,,0.00,,,,0.00,2.50
1080,43.30,6.92,,,,3.93,,,,39.20,2.50
1081,43.31,6.97,,,,0.00,,,,0.00,2.50
1082,43.35,7.00,,,,0.00,,,,0.00,2.50
1083,43.38,7.03,,,,0.00,,,,0.00,2.50
1084,43.69,7.47,,,,0.00,,,,0.00,2.00
1085,43.65,7.50,,,,0.00,,,,0.00,2.00
1086,43.52,7.53,,,,0.00,,,,0.00,2.50
1087,43.50,7.46,,,,25.54,,,,668.20,2.00
1088,43.48,7.08,,,,0.00,,,,0.00,1.00
1089,43.46,7.13,,,,1.96,,,,176.40,1.50
1090,43.44,7.19,,,,1.96,,,,19.60,2.00
1091,43.42,7.25,,,,3.93,,,,39.20,2.00
1092,43.40,7.31,,,,3.93,,,,155.20,1.50
1093,43.38,7.36,,,,1.96,,,,2000.60,1.50
1094,43.36,7.42,,,,0.00,,,,0.00,1.00
1095,43.33,7.43,,,,3.93,,,,468.80,1.00
1096,43.31,7.38,,,,7.86,,,,194.40,0.50
1097,43.27,7.35,,,,19.65,,,,468.80,1.50
1098,43.22,7.37,,,,11.79,,,,117.60,1.50
1099,43.17,7.39,,,,5.89,,,,58.80,1.50
1100,43.13,7.41,,,,1.96,,,,19.60,2.00
1101,43.08,7.43,,,,0.00,,,,0.00,2.00
1102,43.04,7.45,,,,5.89,,,,331.60,2.50
1103,43.00,7.45,,,,3.93,,,,39.20,2.00
1104,42.97,7.39,,,,1.96,,,,176.40,2.00
1105,42.90,7.23,,,,0.00,,,,0.00,2.50
1106,42.91,7.15,,,,5.89,,,,58.80,2.50
1107,42.91,7.08,,,,3.93,,,,155.20,2.50
1108,42.92,7.00,,,,0.00,,,,0.00,2.50
1109,42.93,6.92,,,,0.00,,,,0.00,2.00
1110,42.94,6.85,,,,0.00,,,,0.00,2.00
1111,42.95,6.77,,,,0.00,,,,0.00,2.00
1112,42.95,6.70,,,,13.75,,,,137.20,2.00
1113,42.96,6.62,,,,0.00,,,,0.00,1.00
1114,42.96,6.28,,,,0.00,,,,0.00,1.00
1115,42.92,6.30,,,,0.00,,,,0.00,1.00
1116,42.87,6.31,,,,7.86,,,,78.40,1.50
1117,42.83,6.33,,,,5.89,,,,58.80,0.50
1118,42.79,6.35,,,,1.96,,,,19.60,0.50
1119,42.75,6.34,,,,0.00,,,,0.00,1.00
1120,42.71,6.37,,,,13.75,,,,137.20,1.00
1121,42.72,6.30,,,,0.00,,,,0.00,0.50
1122,42.72,6.24,,,,9.82,,,,98.00,0.50
1123,42.71,6.18,,,,23.58,,,,235.20,0.00
1124,42.71,6.12,,,,19.65,,,,352.80,0.00
1125,42.71,6.07,,,,5.89,,,,58.80,1.00
1126,42.71,6.07,,,,0.00,,,,0.00,1.00
1127,42.73,6.01,,,,1.96,,,,19.60,1.00
1128,42.76,5.94,,,,0.00,,,,0.00,1.50
1129,42.81,5.74,,,,0.00,,,,0.00,2.00
1130,42.79,5.67,,,,3.93,,,,39.20,2.00
1131,42.78,5.61,,,,3.93,,,,39.20,2.00
1132,42.77,5.54,,,,0.00,,,,0.00,2.00
1133,42.84,5.47,,,,0.00,,,,0.00,2.00
1134,42.84,5.41,,,,1.96,,,,135.60,2.00
1135,42.85,5.34,,,,1.96,,,,19.60,2.00
1136,42.85,5.28,,,,3.93,,,,39.20,2.00
1137,42.84,5.25,,,,0.00,,,,156.80,2.00
1138,42.81,5.29,,,,0.00,,,,0.00,2.50
1139,42.72,6.61,,,,0.00,,,,0.00,2.00
1140,42.68,6.65,,,,5.89,,,,58.80,2.00
1141,42.64,6.69,,,,5.89,,,,215.60,2.00
1142,42.60,6.74,,,,9.82,,,,1922.20,2.00
1143,42.56,6.79,,,,7.86,,,,194.40,2.00
1144,42.52,6.83,,,,3.93,,,,39.20,2.00
1145,42.48,6.88,,,,0.00,,,,0.00,2.50
1146,42.43,6.86,,,,0.00,,,,0.00,2.50
1147,42.40,6.91,,,,3.93,,,,39.20,2.50
1148,42.37,6.96,,,,17.68,,,,646.80,2.50
1149,42.34,7.01,,,,19.65,,,,385.50,1.00
1150,42.36,7.06,,,,0.00,,,,0.00,2.00
1151,42.40,7.07,,,,1.96,,,,19.60,2.00
1152,42.45,7.09,,,,3.93,,,,39.20,2.00
1153,42.46,7.09,,,,0.00,,,,0.00,2.00
1154,42.51,7.11,,,,3.93,,,,352.80,2.00
1155,42.56,7.13,,,,1.96,,,,19.60,2.00
1156,43.31,7.44,,,,0.00,,,,0.00,1.00
1157,43.34,7.43,,,,0.00,,,,0.00,1.00
1158,43.33,7.41,,,,0.00,,,,0.00,1.00
1159,43.32,7.39,,,,0.00,,,,0.00,1.00
1160,43.32,7.37,,,,0.00,,,,0.00,1.00
1161,43.33,7.35,,,,0.00,,,,0.00,1.00
1162,43.36,7.32,,,,3.93,,,,196.00,1.00
1163,43.39,7.36,,,,5.89,,,,58.80,1.00
1164,43.42,7.39,,,,5.89,,,,58.80,1.00
1165,43.46,7.43,,,,7.86,,,,78.40,1.00
1166,43.49,7.46,,,,5.89,,,,215.60,1.00
1167,43.53,7.50,,,,0.00,,,,0.00,1.50
1168,43.56,7.55,,,,1.96,,,,19.60,1.50
1169,43.54,7.59,,,,1.96,,,,135.60,1.00
1170,43.50,7.63,,,,1.96,,,,333.20,1.00
1171,43.50,7.63,,,,0.00,,,,0.00,1.00
1172,43.47,7.67,,,,21.61,,,,372.40,1.00
1173,43.44,7.71,,,,5.89,,,,529.20,1.50
1174,43.41,7.76,,,,7.86,,,,392.00,2.00
1175,43.38,7.74,,,,7.86,,,,78.40,2.00
1176,43.49,7.29,,,,0.00,,,,0.00,2.00
1177,43.46,7.33,,,,0.00,,,,352.80,2.00
1178,43.29,7.86,,,,0.00,,,,0.00,0.50
1179,43.34,7.84,,,,5.89,,,,174.80,0.00
1180,43.35,7.80,,,,3.93,,,,2177.00,0.00
1181,43.35,7.79,,,,0.00,,,,0.00,0.00
1182,43.37,7.73,,,,1.96,,,,176.40,0.50
1183,43.38,7.67,,,,0.00,,,,156.80,1.00
1184,43.40,7.61,,,,0.00,,,,156.80,1.00
1185,43.22,7.13,,,,0.00,,,,0.00,2.00
1186,43.16,7.12,,,,3.93,,,,39.20,2.00
1187,43.11,7.00,,,,0.00,,,,0.00,2.00
1188,43.09,6.94,,,,0.00,,,,0.00,2.00
1189,43.08,6.89,,,,1.96,,,,19.60,2.00
1190,43.12,6.89,,,,0.00,,,,0.00,2.00
1191,42.96,6.39,,,,0.00,,,,0.00,2.00
1192,42.92,6.43,,,,3.93,,,,39.20,1.50
1193,42.88,6.46,,,,1.96,,,,19.60,2.00
1194,42.85,6.50,,,,1.96,,,,19.60,2.00
1195,42.82,6.54,,,,0.00,,,,0.00,2.00
1196,42.78,6.58,,,,3.93,,,,196.00,2.00
1197,42.74,6.62,,,,11.79,,,,117.60,1.50
1198,42.72,6.63,,,,0.00,,,,0.00,1.00
1199,42.68,6.67,,,,1.96,,,,19.60,1.00
1200,42.65,6.71,,,,1.96,,,,19.60,1.00
